z exact normal
-4 0 0.000133830225765
-3.98 0 0.000144947560424
-3.96 0 0.000156925634066
-3.94 0 0.000169825599429
-3.92 0 0.000183712498002
-3.9 0 0.000198655471393
-3.88 0 0.0002147279815
-3.86 0 0.000232008039657
-3.84 0 0.000250578444891
-3.82 0 0.000270527031462
-3.8 0 0.000291946925791
-3.78 0 0.000314936812908
-3.76 0 0.000339601212484
-3.74 0 0.000366050764557
-3.72 0 0.000394402524969
-3.7 0 0.000424780270551
-3.68 0 0.00045731481406
-3.66 0 0.000492144328833
-3.64 0 0.000529414683095
-3.62 0 0.000569279783834
-3.6 0 0.000611901930114
-3.58 0 0.000657452175655
-3.56 0 0.000706110700488
-3.54 0 0.000758067191429
-3.52 0 0.000813521231082
-3.5 0 0.000872682695046
-3.48 0 0.000935772156927
-3.46 0 0.00100302130073
-3.44 0 0.00107467334015
-3.42 0 0.00115098344418
-3.4 0 0.00123221916847
-3.38 0 0.00131866089182
-3.36 0 0.00141060225694
-3.34 0 0.00150835061485
-3.32 0 0.00161222747198
-3.3 0 0.00172256893905
-3.28 0 0.00183972618082
-3.26 0 0.0019640658655
-3.24 0 0.00209597061286
-3.22 0 0.00223583943969
-3.2 0 0.00238408820146
-3.18 0 0.00254115002873
-3.16 0 0.00270747575684
-3.14 0 0.0028835343476
-3.12 0 0.0030698133011
-3.1 0 0.0032668190562
-3.08 0 0.00347507737785
-3.06 0 0.00369513372956
-3.04 0 0.00392755362892
-3.02 0 0.00417292298452
-3 0 0.00443184841194
-2.98 0 0.00470495752693
-2.96 0 0.00499289921361
-2.94 0 0.00529634386531
-2.92 0 0.00561598359599
-2.9 0 0.00595253241978
-2.88 0 0.00630672639627
-2.86 0 0.0066793237392
-2.84 0 0.00707110488602
-2.82 0 0.00748287252578
-2.8 0 0.00791545158298
-2.78 0 0.00836968915465
-2.76 0 0.00884645439824
-2.74 0 0.00934663836761
-2.72 0 0.00987115379475
-2.7 0 0.0104209348144
-2.68 0 0.0109969366294
-2.66 0 0.0116001351137
-2.64 0 0.0122315263513
-2.62 0 0.0128921261079
-2.6 0 0.0135829692337
-2.58 0 0.0143051089941
-2.56 0 0.0150596163274
-2.54 0 0.0158475790254
-2.52 0 0.0166701008374
-2.5 0 0.0175283004936
-2.48 0 0.0184233106469
-2.46 0 0.0193562767317
-2.44 0 0.0203283557382
-2.42 0 0.0213407148999
-2.4 0 0.0223945302948
-2.38 0 0.0234909853582
-2.36 0 0.0246312693064
-2.34 0 0.0258165754716
-2.32 0 0.0270480995469
-2.3 0 0.0283270377416
-2.28 0 0.0296545848473
-2.26 0 0.031031932215
-2.24 0 0.0324602656437
-2.22 0 0.0339407631824
-2.2 0 0.0354745928462
-2.18 0 0.0370629102478
-2.16 0 0.0387068561475
-2.14 0 0.0404075539229
-2.12 0 0.0421661069618
-2.1 0 0.0439835959804
-2.08 0 0.0458610762711
-2.06 0 0.0477995748821
-2.04 0 0.0498000877351
-2.02 0 0.0518635766828
-2 0 0.0539909665132
-1.98 0 0.0561831419039
-1.96 0 0.0584409443335
-1.94 0 0.0607651689546
-1.92 0 0.0631565614352
-1.9 0 0.0656158147747
-1.88 0 0.068143566101
-1.86 0 0.070740393457
-1.84 0 0.0734068125817
-1.82 0 0.0761432736962
-1.8 0 0.0789501583009
-1.78 0 0.0818277759921
-1.76 0 0.084776361308
-1.74 0 0.0877960706109
-1.72 0 0.0908869790163
-1.7 0 0.0940490773769
-1.68 0 0.0972822693315
-1.66 0 0.100586368428
-1.64 0 0.103961095329
-1.62 0 0.107406075113
-1.6 0 0.110920834679
-1.58 0 0.114504800259
-1.56 0 0.11815729506
-1.54 0 0.121877537032
-1.52 0 0.125664636789
-1.5 0 0.129517595666
-1.48 0 0.133435303951
-1.46 0 0.137416539282
-1.44 0 0.141459965225
-1.42 0 0.145564130037
-1.4 0 0.149727465636
-1.38 0 0.153948286763
-1.36 0 0.15822479037
-1.34 0 0.162555055226
-1.32 0 0.166937041742
-1.3 0 0.171368592048
-1.28 0 0.175847430298
-1.26 0 0.180371163227
-1.24 0 0.184937280963
-1.22 0 0.189543158092
-1.2 0 0.194186054983
-1.18 0 0.198863119387
-1.16 0 0.203571388291
-1.14 0 0.208307790047
-1.12 0 0.213069146776
-1.1 0 0.217852177033
-1.08 0 0.222653498752
-1.06 0 0.227469632457
-1.04 0 0.232297004743
-1.02 0 0.237131952019
-1 1 0.241970724519
-0.98 0.980198673307 0.246809490567
-0.96 0.960789439152 0.251644341098
-0.94 0.941764533584 0.256471294426
-0.92 0.923116346387 0.26128630125
-0.9 0.904837418036 0.266085249899
-0.88 0.886920436717 0.270863971798
-0.86 0.869358235399 0.275618247153
-0.84 0.852143788966 0.28034381084
-0.82 0.835270211411 0.285036358489
-0.8 0.818730753078 0.289691552761
-0.78 0.802518797962 0.294305029788
-0.76 0.786627861067 0.298872405776
-0.74 0.771051585804 0.303389283756
-0.72 0.755783741456 0.30785126047
-0.7 0.740818220682 0.312253933367
-0.68 0.726149037074 0.316592907711
-0.66 0.711770322763 0.320863803771
-0.64 0.697676326071 0.325062264084
-0.62 0.683861409212 0.329183960771
-0.6 0.670320046036 0.333224602892
-0.58 0.657046819815 0.337179943822
-0.56 0.644036421083 0.34104578863
-0.54 0.631283645507 0.344818001439
-0.52 0.618783391806 0.348492512759
-0.5 0.606530659713 0.352065326764
-0.48 0.59452054797 0.355532528506
-0.46 0.582748252374 0.358890291034
-0.44 0.571209063849 0.362134882413
-0.42 0.559898366565 0.365262672622
-0.4 0.548811636094 0.368270140303
